Common_Genes	group_name
bcl2	hsa-mir-7-5p_etoposide
bax	hsa-mir-7-5p_etoposide
eif4e	hsa-mir-7-5p_etoposide
top2a	hsa-mir-7-5p_doxorubicin
abcc1	hsa-mir-7-5p_doxorubicin
tgm2	hsa-mir-7-5p_doxorubicin
taf1	hsa-mir-7-5p_doxorubicin
bcl2	hsa-mir-7-5p_doxorubicin
pik3cb	hsa-mir-7-5p_doxorubicin
akr7a2	hsa-mir-7-5p_doxorubicin
bax	hsa-mir-7-5p_doxorubicin
pik3cg	hsa-mir-7-5p_doxorubicin
top2a	hsa-mir-7-5p_doxorubicin
abcc1	hsa-mir-7-5p_doxorubicin
tgm2	hsa-mir-7-5p_doxorubicin
taf1	hsa-mir-7-5p_doxorubicin
bcl2	hsa-mir-7-5p_doxorubicin
pik3cb	hsa-mir-7-5p_doxorubicin
akr7a2	hsa-mir-7-5p_doxorubicin
bax	hsa-mir-7-5p_doxorubicin
pik3cg	hsa-mir-7-5p_doxorubicin
actc1	hsa-mir-7-5p_dexamethasone
rela	hsa-mir-7-5p_dexamethasone
gls	hsa-mir-7-5p_dexamethasone
irs2	hsa-mir-7-5p_dexamethasone
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
raf1	hsa-mir-7-5p_sorafenib
mapk9	hsa-mir-7-5p_sorafenib
nras	hsa-mir-7-5p_sorafenib
srpk1	hsa-mir-7-5p_sorafenib
egfr	hsa-mir-7-5p_sorafenib
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_vemurafenib
map2k2	hsa-mir-7-5p_vemurafenib
tet2	hsa-mir-7-5p_vemurafenib
akt3	hsa-mir-7-5p_vemurafenib
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
raf1	hsa-mir-7-5p_sorafenib
mapk9	hsa-mir-7-5p_sorafenib
nras	hsa-mir-7-5p_sorafenib
srpk1	hsa-mir-7-5p_sorafenib
egfr	hsa-mir-7-5p_sorafenib
raf1	hsa-mir-7-5p_paclitaxel
top2a	hsa-mir-7-5p_paclitaxel
abcc1	hsa-mir-7-5p_paclitaxel
bcl2	hsa-mir-7-5p_paclitaxel
sod2	hsa-mir-7-5p_paclitaxel
pik3cg	hsa-mir-7-5p_paclitaxel
fos	hsa-mir-7-5p_paclitaxel
egfr	hsa-mir-7-5p_paclitaxel
ccne1	hsa-mir-7-5p_fulvestrant
tfpi	hsa-mir-7-5p_fulvestrant
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
raf1	hsa-mir-7-5p_paclitaxel
top2a	hsa-mir-7-5p_paclitaxel
abcc1	hsa-mir-7-5p_paclitaxel
bcl2	hsa-mir-7-5p_paclitaxel
sod2	hsa-mir-7-5p_paclitaxel
pik3cg	hsa-mir-7-5p_paclitaxel
fos	hsa-mir-7-5p_paclitaxel
egfr	hsa-mir-7-5p_paclitaxel
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
sirt2	hsa-mir-7-5p_gefitinib
camk2d	hsa-mir-7-5p_gefitinib
crkl	hsa-mir-7-5p_gefitinib
mapk9	hsa-mir-7-5p_gefitinib
igf1r	hsa-mir-7-5p_gefitinib
rela	hsa-mir-7-5p_gefitinib
egfr	hsa-mir-7-5p_gefitinib
myc	hsa-mir-7-5p_temozolomide
slfn11	hsa-mir-7-5p_temozolomide
myc	hsa-mir-7-5p_temozolomide
slfn11	hsa-mir-7-5p_temozolomide
sirt2	hsa-mir-7-5p_gefitinib
camk2d	hsa-mir-7-5p_gefitinib
crkl	hsa-mir-7-5p_gefitinib
mapk9	hsa-mir-7-5p_gefitinib
igf1r	hsa-mir-7-5p_gefitinib
rela	hsa-mir-7-5p_gefitinib
egfr	hsa-mir-7-5p_gefitinib
top2a	hsa-mir-7-5p_fluorouracil
irs1	hsa-mir-7-5p_fluorouracil
nras	hsa-mir-7-5p_fluorouracil
rgs5	hsa-mir-7-5p_fluorouracil
egfr	hsa-mir-7-5p_fluorouracil
top2a	hsa-mir-7-5p_fluorouracil
irs1	hsa-mir-7-5p_fluorouracil
nras	hsa-mir-7-5p_fluorouracil
rgs5	hsa-mir-7-5p_fluorouracil
egfr	hsa-mir-7-5p_fluorouracil
egfr	hsa-mir-7-5p_trastuzumab
top2a	hsa-mir-7-5p_doxorubicin
abcc1	hsa-mir-7-5p_doxorubicin
tgm2	hsa-mir-7-5p_doxorubicin
taf1	hsa-mir-7-5p_doxorubicin
bcl2	hsa-mir-7-5p_doxorubicin
pik3cb	hsa-mir-7-5p_doxorubicin
akr7a2	hsa-mir-7-5p_doxorubicin
bax	hsa-mir-7-5p_doxorubicin
pik3cg	hsa-mir-7-5p_doxorubicin
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
top2a	hsa-mir-7-5p_doxorubicin
abcc1	hsa-mir-7-5p_doxorubicin
tgm2	hsa-mir-7-5p_doxorubicin
taf1	hsa-mir-7-5p_doxorubicin
bcl2	hsa-mir-7-5p_doxorubicin
pik3cb	hsa-mir-7-5p_doxorubicin
akr7a2	hsa-mir-7-5p_doxorubicin
bax	hsa-mir-7-5p_doxorubicin
pik3cg	hsa-mir-7-5p_doxorubicin
top2a	hsa-mir-7-5p_fluorouracil
irs1	hsa-mir-7-5p_fluorouracil
nras	hsa-mir-7-5p_fluorouracil
rgs5	hsa-mir-7-5p_fluorouracil
egfr	hsa-mir-7-5p_fluorouracil
raf1	hsa-mir-7-5p_gemcitabine
slc29a2	hsa-mir-7-5p_gemcitabine
nras	hsa-mir-7-5p_gemcitabine
tgm2	hsa-mir-7-5p_gemcitabine
sirt2	hsa-mir-7-5p_gefitinib
camk2d	hsa-mir-7-5p_gefitinib
crkl	hsa-mir-7-5p_gefitinib
mapk9	hsa-mir-7-5p_gefitinib
igf1r	hsa-mir-7-5p_gefitinib
rela	hsa-mir-7-5p_gefitinib
egfr	hsa-mir-7-5p_gefitinib
raf1	hsa-mir-7-5p_paclitaxel
top2a	hsa-mir-7-5p_paclitaxel
abcc1	hsa-mir-7-5p_paclitaxel
bcl2	hsa-mir-7-5p_paclitaxel
sod2	hsa-mir-7-5p_paclitaxel
pik3cg	hsa-mir-7-5p_paclitaxel
fos	hsa-mir-7-5p_paclitaxel
egfr	hsa-mir-7-5p_paclitaxel
raf1	hsa-mir-7-5p_gemcitabine
slc29a2	hsa-mir-7-5p_gemcitabine
nras	hsa-mir-7-5p_gemcitabine
tgm2	hsa-mir-7-5p_gemcitabine
myc	hsa-mir-7-5p_temozolomide
slfn11	hsa-mir-7-5p_temozolomide
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
sirt2	hsa-mir-7-5p_gefitinib
camk2d	hsa-mir-7-5p_gefitinib
crkl	hsa-mir-7-5p_gefitinib
mapk9	hsa-mir-7-5p_gefitinib
igf1r	hsa-mir-7-5p_gefitinib
rela	hsa-mir-7-5p_gefitinib
egfr	hsa-mir-7-5p_gefitinib
raf1	hsa-mir-7-5p_docetaxel
stk11	hsa-mir-7-5p_docetaxel
abcc1	hsa-mir-7-5p_docetaxel
bcl2	hsa-mir-7-5p_docetaxel
bax	hsa-mir-7-5p_docetaxel
raf1	hsa-mir-7-5p_sorafenib
mapk9	hsa-mir-7-5p_sorafenib
nras	hsa-mir-7-5p_sorafenib
srpk1	hsa-mir-7-5p_sorafenib
egfr	hsa-mir-7-5p_sorafenib
raf1	hsa-mir-7-5p_cisplatin
tgm2	hsa-mir-7-5p_cisplatin
xiap	hsa-mir-7-5p_cisplatin
myc	hsa-mir-7-5p_cisplatin
bcl2	hsa-mir-7-5p_cisplatin
nras	hsa-mir-7-5p_cisplatin
xrcc5	hsa-mir-7-5p_cisplatin
tmem43	hsa-mir-7-5p_cisplatin
bax	hsa-mir-7-5p_cisplatin
egfr	hsa-mir-7-5p_cisplatin
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
top2a	hsa-mir-708-5p_etoposide
bcl2	hsa-mir-708-5p_etoposide
top2a	hsa-mir-708-5p_doxorubicin
birc5	hsa-mir-708-5p_doxorubicin
ccnd1	hsa-mir-708-5p_doxorubicin
bcl2	hsa-mir-708-5p_doxorubicin
fkbp5	hsa-mir-708-5p_gemcitabine
top2a	hsa-mir-708-5p_doxorubicin
birc5	hsa-mir-708-5p_doxorubicin
ccnd1	hsa-mir-708-5p_doxorubicin
bcl2	hsa-mir-708-5p_doxorubicin
top2a	hsa-mir-708-5p_doxorubicin
birc5	hsa-mir-708-5p_doxorubicin
ccnd1	hsa-mir-708-5p_doxorubicin
bcl2	hsa-mir-708-5p_doxorubicin
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_tamoxifen
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
akt1	hsa-mir-708-5p_dabrafenib
ezh2	hsa-mir-708-5p_dabrafenib
akt1	hsa-mir-708-5p_dabrafenib
ezh2	hsa-mir-708-5p_dabrafenib
akt1	hsa-mir-708-5p_vemurafenib
akt1	hsa-mir-708-5p_vemurafenib
top2a	hsa-mir-708-5p_paclitaxel
tubb2a	hsa-mir-708-5p_paclitaxel
mmp2	hsa-mir-708-5p_paclitaxel
tubb4a	hsa-mir-708-5p_paclitaxel
birc5	hsa-mir-708-5p_paclitaxel
bcl2	hsa-mir-708-5p_paclitaxel
cdkn1a	hsa-mir-708-5p_paclitaxel
tubb	hsa-mir-708-5p_paclitaxel
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
fkbp5	hsa-mir-708-5p_gemcitabine
akt1	hsa-mir-708-5p_vemurafenib
akt1	hsa-mir-708-5p_vemurafenib
map2k3	hsa-mir-708-5p_trametinib
map2k3	hsa-mir-708-5p_trametinib
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
tubb2a	hsa-mir-708-5p_cyclophosphamide
top2a	hsa-mir-708-5p_doxorubicin
birc5	hsa-mir-708-5p_doxorubicin
ccnd1	hsa-mir-708-5p_doxorubicin
bcl2	hsa-mir-708-5p_doxorubicin
top2a	hsa-mir-708-5p_vincristine
smad3	hsa-mir-708-5p_vincristine
tubb4a	hsa-mir-708-5p_vincristine
bcl2	hsa-mir-708-5p_vincristine
tubb	hsa-mir-708-5p_vincristine
tubb2a	hsa-mir-708-5p_vincristine
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
cd44	hsa-mir-708-5p_cisplatin
ccnd1	hsa-mir-708-5p_cisplatin
bcl2	hsa-mir-708-5p_cisplatin
esr2	hsa-mir-7107-5p_docetaxel
insr	hsa-mir-7108-3p_ceritinib
akr1a1	hsa-mir-7108-5p_doxorubicin
ercc1	hsa-mir-7109-5p_cisplatin
ercc1	hsa-mir-7109-5p_paclitaxel
cdkn1a	hsa-mir-7109-5p_paclitaxel
erbb2	hsa-mir-7109-5p_paclitaxel
frk	hsa-mir-711_imatinib
frk	hsa-mir-711_imatinib
tp53	hsa-mir-7110-5p_dabrafenib
tp53	hsa-mir-7110-5p_vemurafenib
tp53	hsa-mir-7110-5p_cisplatin
nf2	hsa-mir-7150_cisplatin
tp53	hsa-mir-7150_cisplatin
fos	hsa-mir-7151-3p_paclitaxel
tuba1b	hsa-mir-7151-3p_paclitaxel
cdkn1a	hsa-mir-7151-3p_paclitaxel
atm	hsa-mir-7151-3p_paclitaxel
trim5	hsa-mir-7161-5p_paclitaxel
pten	hsa-mir-718_fluorouracil
pten	hsa-mir-718_gemcitabine
pten	hsa-mir-718_imatinib
pten	hsa-mir-718_paclitaxel
twist1	hsa-mir-720_fluorouracil
twist1	hsa-mir-720_fluorouracil
pten	hsa-mir-744-3p_navitoclax
wee1	hsa-mir-744-3p_gemcitabine
fancc	hsa-mir-744-3p_gemcitabine
alox5ap	hsa-mir-744-3p_gemcitabine
pten	hsa-mir-744-3p_gemcitabine
pten	hsa-mir-744-3p_trastuzumab
ncoa3	hsa-mir-744-5p_tamoxifen
tgfb1	hsa-mir-744-5p_tamoxifen
myc	hsa-mir-744-5p_cisplatin
cdk12	hsa-mir-744-5p_cisplatin
cd44	hsa-mir-744-5p_cisplatin
fgfr1	hsa-mir-744-5p_cisplatin
mthfd1	hsa-mir-744-5p_cisplatin
prrc2a	hsa-mir-744-5p_carboplatin
gsr	hsa-mir-744-5p_carboplatin
fgfr1	hsa-mir-744-5p_carboplatin
braf	hsa-mir-744-5p_gefitinib
irak1	hsa-mir-744-5p_gefitinib
pim3	hsa-mir-744-5p_gefitinib
mink1	hsa-mir-744-5p_gefitinib
myc	hsa-mir-744-5p_cisplatin
cdk12	hsa-mir-744-5p_cisplatin
cd44	hsa-mir-744-5p_cisplatin
fgfr1	hsa-mir-744-5p_cisplatin
mthfd1	hsa-mir-744-5p_cisplatin
ncoa3	hsa-mir-744-5p_tamoxifen
tgfb1	hsa-mir-744-5p_tamoxifen
myc	hsa-mir-744-5p_cisplatin
cdk12	hsa-mir-744-5p_cisplatin
cd44	hsa-mir-744-5p_cisplatin
fgfr1	hsa-mir-744-5p_cisplatin
mthfd1	hsa-mir-744-5p_cisplatin
tub	hsa-mir-744-5p_vinorelbine
stmn1	hsa-mir-744-5p_vinorelbine
braf	hsa-mir-744-5p_erlotinib
mink1	hsa-mir-744-5p_erlotinib
abl1	hsa-mir-744-5p_erlotinib
braf	hsa-mir-744-5p_gefitinib
irak1	hsa-mir-744-5p_gefitinib
pim3	hsa-mir-744-5p_gefitinib
mink1	hsa-mir-744-5p_gefitinib
fgfr1	hsa-mir-744-5p_sunitinib
braf	hsa-mir-744-5p_gemcitabine
prrc2a	hsa-mir-744-5p_gemcitabine
mthfd1	hsa-mir-744-5p_gemcitabine
mapk7	hsa-mir-744-5p_sorafenib
ctnnb1	hsa-mir-744-5p_sorafenib
irak1	hsa-mir-744-5p_sorafenib
fgfr1	hsa-mir-744-5p_sorafenib
abl1	hsa-mir-744-5p_sorafenib
braf	hsa-mir-744-5p_sorafenib
mink1	hsa-mir-744-5p_sorafenib
myc	hsa-mir-744-5p_cisplatin
cdk12	hsa-mir-744-5p_cisplatin
cd44	hsa-mir-744-5p_cisplatin
fgfr1	hsa-mir-744-5p_cisplatin
mthfd1	hsa-mir-744-5p_cisplatin
braf	hsa-mir-744-5p_oxaliplatin
pin1	hsa-mir-744-5p_oxaliplatin
abl1	hsa-mir-744-5p_oxaliplatin
adrm1	hsa-mir-744-5p_bortezomib
psmd11	hsa-mir-744-5p_bortezomib
psmd4	hsa-mir-744-5p_bortezomib
psmb2	hsa-mir-744-5p_bortezomib
myc	hsa-mir-744-5p_cisplatin
cdk12	hsa-mir-744-5p_cisplatin
cd44	hsa-mir-744-5p_cisplatin
fgfr1	hsa-mir-744-5p_cisplatin
mthfd1	hsa-mir-744-5p_cisplatin
akr7a2	hsa-mir-758-3p_doxorubicin
ncoa3	hsa-mir-758-3p_etoposide
mdm2	hsa-mir-758-3p_cisplatin
aurka	hsa-mir-760_cisplatin
aurka	hsa-mir-760_tamoxifen
aurka	hsa-mir-760_cisplatin
prrc2a	hsa-mir-760_gemcitabine
prrc2a	hsa-mir-760_gemcitabine
fgfr4	hsa-mir-761_fluorouracil
fgfr1	hsa-mir-761_cisplatin
map2k3	hsa-mir-761_trametinib
fgfr1	hsa-mir-761_trametinib
nf2	hsa-mir-762_cisplatin
xpc	hsa-mir-762_cisplatin
dlg5	hsa-mir-762_fluorouracil
nf2	hsa-mir-762_imatinib
abl1	hsa-mir-762_imatinib
nf2	hsa-mir-762_cisplatin
xpc	hsa-mir-762_cisplatin
cdk2	hsa-mir-762_paclitaxel
tfpi	hsa-mir-762_fulvestrant
nf2	hsa-mir-762_cisplatin
xpc	hsa-mir-762_cisplatin
taok1	hsa-mir-764_imatinib
cd44	hsa-mir-765_cisplatin
cdk12	hsa-mir-765_cisplatin
xrcc3	hsa-mir-765_cisplatin
mthfr	hsa-mir-765_cisplatin
fkbp5	hsa-mir-765_gemcitabine
slc29a2	hsa-mir-765_gemcitabine
btrc	hsa-mir-765_gemcitabine
prrc2a	hsa-mir-765_gemcitabine
cbl	hsa-mir-765_gemcitabine
ppp1r18	hsa-mir-765_gemcitabine
mthfr	hsa-mir-765_oxaliplatin
abl1	hsa-mir-765_oxaliplatin
mthfr	hsa-mir-765_oxaliplatin
abl1	hsa-mir-765_oxaliplatin
ercc1	hsa-mir-766-3p_cisplatin
dffb	hsa-mir-766-3p_cisplatin
chek1	hsa-mir-766-3p_cisplatin
abcc5	hsa-mir-766-3p_cisplatin
xiap	hsa-mir-766-3p_cisplatin
nf2	hsa-mir-766-3p_cisplatin
bax	hsa-mir-766-3p_cisplatin
mdm2	hsa-mir-766-3p_cisplatin
mthfd1	hsa-mir-766-3p_cisplatin
ercc1	hsa-mir-766-3p_doxorubicin
abcc5	hsa-mir-766-3p_doxorubicin
bax	hsa-mir-766-3p_doxorubicin
cyp1a2	hsa-mir-766-3p_doxorubicin
mthfd1	hsa-mir-766-3p_doxorubicin
abcc5	hsa-mir-766-3p_fluorouracil
bax	hsa-mir-766-3p_oxaliplatin
abcc5	hsa-mir-766-3p_oxaliplatin
atat1	hsa-mir-766-3p_gemcitabine
ercc1	hsa-mir-766-3p_gemcitabine
chek1	hsa-mir-766-3p_gemcitabine
fhl2	hsa-mir-766-3p_gemcitabine
mthfd1	hsa-mir-766-3p_gemcitabine
abcc5	hsa-mir-766-3p_fluorouracil
crkl	hsa-mir-766-3p_gefitinib
pim3	hsa-mir-766-3p_gefitinib
sfn	hsa-mir-766-3p_imatinib
chst1	hsa-mir-766-3p_imatinib
nf2	hsa-mir-766-3p_imatinib
ercc1	hsa-mir-766-3p_cisplatin
dffb	hsa-mir-766-3p_cisplatin
chek1	hsa-mir-766-3p_cisplatin
abcc5	hsa-mir-766-3p_cisplatin
xiap	hsa-mir-766-3p_cisplatin
nf2	hsa-mir-766-3p_cisplatin
bax	hsa-mir-766-3p_cisplatin
mdm2	hsa-mir-766-3p_cisplatin
mthfd1	hsa-mir-766-3p_cisplatin
sfn	hsa-mir-766-3p_imatinib
chst1	hsa-mir-766-3p_imatinib
nf2	hsa-mir-766-3p_imatinib
cyp1a2	hsa-mir-766-3p_vemurafenib
vhl	hsa-mir-766-3p_trametinib
ercc1	hsa-mir-766-3p_paclitaxel
chek1	hsa-mir-766-3p_paclitaxel
eif4ebp1	hsa-mir-766-3p_paclitaxel
psmd9	hsa-mir-766-3p_bortezomib
xiap	hsa-mir-766-3p_bortezomib
ercc1	hsa-mir-766-3p_cisplatin
dffb	hsa-mir-766-3p_cisplatin
chek1	hsa-mir-766-3p_cisplatin
abcc5	hsa-mir-766-3p_cisplatin
xiap	hsa-mir-766-3p_cisplatin
nf2	hsa-mir-766-3p_cisplatin
bax	hsa-mir-766-3p_cisplatin
mdm2	hsa-mir-766-3p_cisplatin
mthfd1	hsa-mir-766-3p_cisplatin
slc2a4	hsa-mir-766-5p_imatinib
atxn1l	hsa-mir-767-3p_trametinib
atxn1l	hsa-mir-767-3p_vemurafenib
mgmt	hsa-mir-767-3p_cisplatin
pim3	hsa-mir-767-3p_gefitinib
pdgfrb	hsa-mir-767-5p_imatinib
mycn	hsa-mir-767-5p_cisplatin
mdm2	hsa-mir-767-5p_cisplatin
mycn	hsa-mir-767-5p_cisplatin
mdm2	hsa-mir-767-5p_cisplatin
mmp2	hsa-mir-767-5p_paclitaxel
tle3	hsa-mir-767-5p_paclitaxel
tubb2a	hsa-mir-767-5p_paclitaxel
vhl	hsa-mir-767-5p_trametinib
mycn	hsa-mir-767-5p_cisplatin
mdm2	hsa-mir-767-5p_cisplatin
tle3	hsa-mir-767-5p_docetaxel
tubb2a	hsa-mir-767-5p_docetaxel
stmn1	hsa-mir-769-3p_platinum
sod2	hsa-mir-769-3p_methotrexate
ercc2	hsa-mir-770-5p_cisplatin
ercc2	hsa-mir-770-5p_methotrexate
ercc2	hsa-mir-770-5p_cisplatin
cdkn1a	hsa-mir-7704_paclitaxel
tubb4a	hsa-mir-7704_paclitaxel
mthfr	hsa-mir-7847-3p_docetaxel
fgfr1	hsa-mir-7847-3p_docetaxel
cbl	hsa-mir-7847-3p_vemurafenib
mthfr	hsa-mir-7847-3p_cisplatin
fgfr1	hsa-mir-7847-3p_cisplatin
abl2	hsa-mir-7849-3p_imatinib
ctnnb1	hsa-mir-7849-3p_imatinib
frk	hsa-mir-7975_erlotinib
xiap	hsa-mir-7977_cisplatin
apex1	hsa-mir-7977_cisplatin
tmem43	hsa-mir-7977_cisplatin
xrcc5	hsa-mir-7977_cisplatin
fgfr1	hsa-mir-7977_cisplatin
met	hsa-mir-802_palbociclib
mapt	hsa-mir-8063_cisplatin
ccnd1	hsa-mir-8069_doxorubicin
tp53	hsa-mir-8071_gemcitabine
ercc4	hsa-mir-873-3p_cisplatin
abcc5	hsa-mir-873-3p_cisplatin
ercc4	hsa-mir-873-3p_cisplatin
abcc5	hsa-mir-873-3p_cisplatin
fancc	hsa-mir-873-5p_gemcitabine
esr2	hsa-mir-873-5p_gemcitabine
ppp1r13l	hsa-mir-873-5p_gemcitabine
kras	hsa-mir-873-5p_gemcitabine
perp	hsa-mir-873-5p_fluorouracil
mecp2	hsa-mir-873-5p_fluorouracil
kras	hsa-mir-873-5p_fluorouracil
esr2	hsa-mir-873-5p_tamoxifen
abcb1	hsa-mir-873-5p_tamoxifen
znf423	hsa-mir-873-5p_tamoxifen
esr2	hsa-mir-873-5p_tamoxifen
abcb1	hsa-mir-873-5p_tamoxifen
znf423	hsa-mir-873-5p_tamoxifen
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
abcb1	hsa-mir-873-5p_paclitaxel
kras	hsa-mir-873-5p_paclitaxel
abcb1	hsa-mir-873-5p_ceritinib
crkl	hsa-mir-873-5p_gefitinib
abcb1	hsa-mir-873-5p_gefitinib
kras	hsa-mir-873-5p_gefitinib
abcb1	hsa-mir-873-5p_doxorubicin
esr2	hsa-mir-873-5p_tamoxifen
abcb1	hsa-mir-873-5p_tamoxifen
znf423	hsa-mir-873-5p_tamoxifen
slfn11	hsa-mir-873-5p_temozolomide
esr2	hsa-mir-873-5p_genistein
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
ppp1r13l	hsa-mir-873-5p_cisplatin
fancc	hsa-mir-873-5p_cisplatin
mecp2	hsa-mir-873-5p_cisplatin
kras	hsa-mir-873-5p_cisplatin
cyp2c19	hsa-mir-874-3p_fluorouracil
map3k20	hsa-mir-874-3p_sorafenib
mapt	hsa-mir-874-3p_cisplatin
esr1	hsa-mir-874-3p_cisplatin
cyp2c19	hsa-mir-874-3p_fluorouracil
mapt	hsa-mir-874-3p_cisplatin
esr1	hsa-mir-874-3p_cisplatin
cyp2c19	hsa-mir-874-3p_fluorouracil
mapt	hsa-mir-874-3p_cisplatin
