Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
25117811,miR-224*,hsa-mir-224,MI0000301,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2355,hsa-mir-2355,MI0015873,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2355,hsa-mir-2355,MI0015873,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2467,hsa-mir-2467,MI0017432,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2467,hsa-mir-2467,MI0017432,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2861,hsa-mir-2861,MI0013006,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-2861,hsa-mir-2861,MI0013006,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29a*,hsa-mir-29a,MI0000087,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29a*,hsa-mir-29a,MI0000087,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29b,hsa-mir-29b-1,MI0000105,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29b,hsa-mir-29b-1,MI0000105,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29b-1*,hsa-mir-29b-1,MI0000105,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-29b-1*,hsa-mir-29b-1,MI0000105,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-301a,hsa-mir-301a,MI0000745,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-301a,hsa-mir-301a,MI0000745,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-301b,hsa-mir-301b,MI0005568,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-301b,hsa-mir-301b,MI0005568,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3064,hsa-mir-3064,MI0017375,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3064,hsa-mir-3064,MI0017375,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3065,hsa-mir-3065,MI0014228,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3065,hsa-mir-3065,MI0014228,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30a,hsa-mir-30a,MI0000088,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30a,hsa-mir-30a,MI0000088,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30d,hsa-mir-30d,MI0000255,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30d,hsa-mir-30d,MI0000255,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30e,hsa-mir-30e,MI0000749,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-30e,hsa-mir-30e,MI0000749,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-31*,hsa-mir-31,MI0000089,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-31*,hsa-mir-31,MI0000089,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3126,hsa-mir-3126,MI0014143,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3126,hsa-mir-3126,MI0014143,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3130,hsa-mir-3130-1,MI0014147,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3130,hsa-mir-3130-1,MI0014147,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3131,hsa-mir-3131,MI0014151,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3131,hsa-mir-3131,MI0014151,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3141,hsa-mir-3141,MI0014165,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3141,hsa-mir-3141,MI0014165,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3147,hsa-mir-3147,MI0014173,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3147,hsa-mir-3147,MI0014173,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3154,hsa-mir-3154,MI0014182,5-Fluorouracil,3385,-,"Panc1-P vs Panc1-P(Sp),Panc1-P vs Panc76-GR",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3154,hsa-mir-3154,MI0014182,Gemcitabine,60750,-,"Panc1-P vs Panc1-P(Sp),Panc1-P vs Panc76-GR",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3173,hsa-mir-3173,MI0014204,5-Fluorouracil,3385,-,"Panc1-P vs Panc1-P(Sp),Panc1-P vs Panc76-GR",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3173,hsa-mir-3173,MI0014204,Gemcitabine,60750,-,"Panc1-P vs Panc1-P(Sp),Panc1-P vs Panc76-GR",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3177,hsa-mir-3177,MI0014211,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3177,hsa-mir-3177,MI0014211,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3178,hsa-mir-3178,MI0014212,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3178,hsa-mir-3178,MI0014212,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3180,hsa-mir-3180-1,MI0014214,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3180,hsa-mir-3180-1,MI0014214,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3184,hsa-mir-3184,MI0014226,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3184,hsa-mir-3184,MI0014226,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3186,hsa-mir-3186,MI0014229,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3186,hsa-mir-3186,MI0014229,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3187,hsa-mir-3187,MI0014231,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3187,hsa-mir-3187,MI0014231,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3188,hsa-mir-3188,MI0014232,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3188,hsa-mir-3188,MI0014232,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3193,hsa-mir-3193,MI0014238,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3193,hsa-mir-3193,MI0014238,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3194,hsa-mir-3194,MI0014239,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3194,hsa-mir-3194,MI0014239,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3195,hsa-mir-3195,MI0014240,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3195,hsa-mir-3195,MI0014240,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
